pathimg,pathmsk_s,pathmsk_i
data_generated-512x512/generated_00821_n01-img.jpg,data_generated-512x512/generated_00821_n01-img.jpg-msks.png,data_generated-512x512/generated_00821_n01-img.jpg-mski.png
data_generated-512x512/generated_00355_n01-img.jpg,data_generated-512x512/generated_00355_n01-img.jpg-msks.png,data_generated-512x512/generated_00355_n01-img.jpg-mski.png
data_generated-512x512/generated_00447_n01-img.jpg,data_generated-512x512/generated_00447_n01-img.jpg-msks.png,data_generated-512x512/generated_00447_n01-img.jpg-mski.png
data_generated-512x512/generated_00495_n02-img.jpg,data_generated-512x512/generated_00495_n02-img.jpg-msks.png,data_generated-512x512/generated_00495_n02-img.jpg-mski.png
data_generated-512x512/generated_00740_n02-img.jpg,data_generated-512x512/generated_00740_n02-img.jpg-msks.png,data_generated-512x512/generated_00740_n02-img.jpg-mski.png
data_generated-512x512/generated_00474_n01-img.jpg,data_generated-512x512/generated_00474_n01-img.jpg-msks.png,data_generated-512x512/generated_00474_n01-img.jpg-mski.png
data_generated-512x512/generated_00665_n01-img.jpg,data_generated-512x512/generated_00665_n01-img.jpg-msks.png,data_generated-512x512/generated_00665_n01-img.jpg-mski.png
data_generated-512x512/generated_00726_n02-img.jpg,data_generated-512x512/generated_00726_n02-img.jpg-msks.png,data_generated-512x512/generated_00726_n02-img.jpg-mski.png
data_generated-512x512/generated_00173_n02-img.jpg,data_generated-512x512/generated_00173_n02-img.jpg-msks.png,data_generated-512x512/generated_00173_n02-img.jpg-mski.png
data_generated-512x512/generated_00856_n02-img.jpg,data_generated-512x512/generated_00856_n02-img.jpg-msks.png,data_generated-512x512/generated_00856_n02-img.jpg-mski.png
data_generated-512x512/generated_00318_n02-img.jpg,data_generated-512x512/generated_00318_n02-img.jpg-msks.png,data_generated-512x512/generated_00318_n02-img.jpg-mski.png
data_generated-512x512/generated_00605_n02-img.jpg,data_generated-512x512/generated_00605_n02-img.jpg-msks.png,data_generated-512x512/generated_00605_n02-img.jpg-mski.png
data_generated-512x512/generated_00172_n02-img.jpg,data_generated-512x512/generated_00172_n02-img.jpg-msks.png,data_generated-512x512/generated_00172_n02-img.jpg-mski.png
data_generated-512x512/generated_00150_n02-img.jpg,data_generated-512x512/generated_00150_n02-img.jpg-msks.png,data_generated-512x512/generated_00150_n02-img.jpg-mski.png
data_generated-512x512/generated_00599_n02-img.jpg,data_generated-512x512/generated_00599_n02-img.jpg-msks.png,data_generated-512x512/generated_00599_n02-img.jpg-mski.png
data_generated-512x512/generated_00699_n02-img.jpg,data_generated-512x512/generated_00699_n02-img.jpg-msks.png,data_generated-512x512/generated_00699_n02-img.jpg-mski.png
data_generated-512x512/generated_00841_n02-img.jpg,data_generated-512x512/generated_00841_n02-img.jpg-msks.png,data_generated-512x512/generated_00841_n02-img.jpg-mski.png
data_generated-512x512/generated_00294_n02-img.jpg,data_generated-512x512/generated_00294_n02-img.jpg-msks.png,data_generated-512x512/generated_00294_n02-img.jpg-mski.png
data_generated-512x512/generated_00504_n02-img.jpg,data_generated-512x512/generated_00504_n02-img.jpg-msks.png,data_generated-512x512/generated_00504_n02-img.jpg-mski.png
data_generated-512x512/generated_00492_n02-img.jpg,data_generated-512x512/generated_00492_n02-img.jpg-msks.png,data_generated-512x512/generated_00492_n02-img.jpg-mski.png
data_generated-512x512/generated_00714_n02-img.jpg,data_generated-512x512/generated_00714_n02-img.jpg-msks.png,data_generated-512x512/generated_00714_n02-img.jpg-mski.png
data_generated-512x512/generated_00966_n01-img.jpg,data_generated-512x512/generated_00966_n01-img.jpg-msks.png,data_generated-512x512/generated_00966_n01-img.jpg-mski.png
data_generated-512x512/generated_00041_n02-img.jpg,data_generated-512x512/generated_00041_n02-img.jpg-msks.png,data_generated-512x512/generated_00041_n02-img.jpg-mski.png
data_generated-512x512/generated_00393_n02-img.jpg,data_generated-512x512/generated_00393_n02-img.jpg-msks.png,data_generated-512x512/generated_00393_n02-img.jpg-mski.png
data_generated-512x512/generated_00547_n02-img.jpg,data_generated-512x512/generated_00547_n02-img.jpg-msks.png,data_generated-512x512/generated_00547_n02-img.jpg-mski.png
data_generated-512x512/generated_00827_n02-img.jpg,data_generated-512x512/generated_00827_n02-img.jpg-msks.png,data_generated-512x512/generated_00827_n02-img.jpg-mski.png
data_generated-512x512/generated_00974_n02-img.jpg,data_generated-512x512/generated_00974_n02-img.jpg-msks.png,data_generated-512x512/generated_00974_n02-img.jpg-mski.png
data_generated-512x512/generated_00669_n01-img.jpg,data_generated-512x512/generated_00669_n01-img.jpg-msks.png,data_generated-512x512/generated_00669_n01-img.jpg-mski.png
data_generated-512x512/generated_00303_n01-img.jpg,data_generated-512x512/generated_00303_n01-img.jpg-msks.png,data_generated-512x512/generated_00303_n01-img.jpg-mski.png
data_generated-512x512/generated_00555_n02-img.jpg,data_generated-512x512/generated_00555_n02-img.jpg-msks.png,data_generated-512x512/generated_00555_n02-img.jpg-mski.png
data_generated-512x512/generated_00171_n02-img.jpg,data_generated-512x512/generated_00171_n02-img.jpg-msks.png,data_generated-512x512/generated_00171_n02-img.jpg-mski.png
data_generated-512x512/generated_00580_n02-img.jpg,data_generated-512x512/generated_00580_n02-img.jpg-msks.png,data_generated-512x512/generated_00580_n02-img.jpg-mski.png
data_generated-512x512/generated_00581_n01-img.jpg,data_generated-512x512/generated_00581_n01-img.jpg-msks.png,data_generated-512x512/generated_00581_n01-img.jpg-mski.png
data_generated-512x512/generated_00571_n01-img.jpg,data_generated-512x512/generated_00571_n01-img.jpg-msks.png,data_generated-512x512/generated_00571_n01-img.jpg-mski.png
data_generated-512x512/generated_00030_n02-img.jpg,data_generated-512x512/generated_00030_n02-img.jpg-msks.png,data_generated-512x512/generated_00030_n02-img.jpg-mski.png
data_generated-512x512/generated_00640_n02-img.jpg,data_generated-512x512/generated_00640_n02-img.jpg-msks.png,data_generated-512x512/generated_00640_n02-img.jpg-mski.png
data_generated-512x512/generated_00276_n01-img.jpg,data_generated-512x512/generated_00276_n01-img.jpg-msks.png,data_generated-512x512/generated_00276_n01-img.jpg-mski.png
data_generated-512x512/generated_00761_n01-img.jpg,data_generated-512x512/generated_00761_n01-img.jpg-msks.png,data_generated-512x512/generated_00761_n01-img.jpg-mski.png
data_generated-512x512/generated_00348_n01-img.jpg,data_generated-512x512/generated_00348_n01-img.jpg-msks.png,data_generated-512x512/generated_00348_n01-img.jpg-mski.png
data_generated-512x512/generated_00448_n02-img.jpg,data_generated-512x512/generated_00448_n02-img.jpg-msks.png,data_generated-512x512/generated_00448_n02-img.jpg-mski.png
data_generated-512x512/generated_00551_n02-img.jpg,data_generated-512x512/generated_00551_n02-img.jpg-msks.png,data_generated-512x512/generated_00551_n02-img.jpg-mski.png
data_generated-512x512/generated_00998_n01-img.jpg,data_generated-512x512/generated_00998_n01-img.jpg-msks.png,data_generated-512x512/generated_00998_n01-img.jpg-mski.png
data_generated-512x512/generated_00843_n02-img.jpg,data_generated-512x512/generated_00843_n02-img.jpg-msks.png,data_generated-512x512/generated_00843_n02-img.jpg-mski.png
data_generated-512x512/generated_00541_n02-img.jpg,data_generated-512x512/generated_00541_n02-img.jpg-msks.png,data_generated-512x512/generated_00541_n02-img.jpg-mski.png
data_generated-512x512/generated_00261_n01-img.jpg,data_generated-512x512/generated_00261_n01-img.jpg-msks.png,data_generated-512x512/generated_00261_n01-img.jpg-mski.png
data_generated-512x512/generated_00335_n02-img.jpg,data_generated-512x512/generated_00335_n02-img.jpg-msks.png,data_generated-512x512/generated_00335_n02-img.jpg-mski.png
data_generated-512x512/generated_00039_n02-img.jpg,data_generated-512x512/generated_00039_n02-img.jpg-msks.png,data_generated-512x512/generated_00039_n02-img.jpg-mski.png
data_generated-512x512/generated_00333_n02-img.jpg,data_generated-512x512/generated_00333_n02-img.jpg-msks.png,data_generated-512x512/generated_00333_n02-img.jpg-mski.png
data_generated-512x512/generated_00357_n02-img.jpg,data_generated-512x512/generated_00357_n02-img.jpg-msks.png,data_generated-512x512/generated_00357_n02-img.jpg-mski.png
data_generated-512x512/generated_00403_n02-img.jpg,data_generated-512x512/generated_00403_n02-img.jpg-msks.png,data_generated-512x512/generated_00403_n02-img.jpg-mski.png
data_generated-512x512/generated_00994_n02-img.jpg,data_generated-512x512/generated_00994_n02-img.jpg-msks.png,data_generated-512x512/generated_00994_n02-img.jpg-mski.png
data_generated-512x512/generated_00782_n01-img.jpg,data_generated-512x512/generated_00782_n01-img.jpg-msks.png,data_generated-512x512/generated_00782_n01-img.jpg-mski.png
data_generated-512x512/generated_00200_n01-img.jpg,data_generated-512x512/generated_00200_n01-img.jpg-msks.png,data_generated-512x512/generated_00200_n01-img.jpg-mski.png
data_generated-512x512/generated_00401_n02-img.jpg,data_generated-512x512/generated_00401_n02-img.jpg-msks.png,data_generated-512x512/generated_00401_n02-img.jpg-mski.png
data_generated-512x512/generated_00250_n02-img.jpg,data_generated-512x512/generated_00250_n02-img.jpg-msks.png,data_generated-512x512/generated_00250_n02-img.jpg-mski.png
data_generated-512x512/generated_00034_n02-img.jpg,data_generated-512x512/generated_00034_n02-img.jpg-msks.png,data_generated-512x512/generated_00034_n02-img.jpg-mski.png
data_generated-512x512/generated_00036_n01-img.jpg,data_generated-512x512/generated_00036_n01-img.jpg-msks.png,data_generated-512x512/generated_00036_n01-img.jpg-mski.png
data_generated-512x512/generated_00829_n02-img.jpg,data_generated-512x512/generated_00829_n02-img.jpg-msks.png,data_generated-512x512/generated_00829_n02-img.jpg-mski.png
data_generated-512x512/generated_00116_n02-img.jpg,data_generated-512x512/generated_00116_n02-img.jpg-msks.png,data_generated-512x512/generated_00116_n02-img.jpg-mski.png
data_generated-512x512/generated_00651_n02-img.jpg,data_generated-512x512/generated_00651_n02-img.jpg-msks.png,data_generated-512x512/generated_00651_n02-img.jpg-mski.png
data_generated-512x512/generated_00764_n01-img.jpg,data_generated-512x512/generated_00764_n01-img.jpg-msks.png,data_generated-512x512/generated_00764_n01-img.jpg-mski.png
data_generated-512x512/generated_00130_n02-img.jpg,data_generated-512x512/generated_00130_n02-img.jpg-msks.png,data_generated-512x512/generated_00130_n02-img.jpg-mski.png
data_generated-512x512/generated_00157_n02-img.jpg,data_generated-512x512/generated_00157_n02-img.jpg-msks.png,data_generated-512x512/generated_00157_n02-img.jpg-mski.png
data_generated-512x512/generated_00623_n02-img.jpg,data_generated-512x512/generated_00623_n02-img.jpg-msks.png,data_generated-512x512/generated_00623_n02-img.jpg-mski.png
data_generated-512x512/generated_00639_n01-img.jpg,data_generated-512x512/generated_00639_n01-img.jpg-msks.png,data_generated-512x512/generated_00639_n01-img.jpg-mski.png
data_generated-512x512/generated_00230_n01-img.jpg,data_generated-512x512/generated_00230_n01-img.jpg-msks.png,data_generated-512x512/generated_00230_n01-img.jpg-mski.png
data_generated-512x512/generated_00700_n02-img.jpg,data_generated-512x512/generated_00700_n02-img.jpg-msks.png,data_generated-512x512/generated_00700_n02-img.jpg-mski.png
data_generated-512x512/generated_00538_n02-img.jpg,data_generated-512x512/generated_00538_n02-img.jpg-msks.png,data_generated-512x512/generated_00538_n02-img.jpg-mski.png
data_generated-512x512/generated_00812_n02-img.jpg,data_generated-512x512/generated_00812_n02-img.jpg-msks.png,data_generated-512x512/generated_00812_n02-img.jpg-mski.png
data_generated-512x512/generated_00999_n02-img.jpg,data_generated-512x512/generated_00999_n02-img.jpg-msks.png,data_generated-512x512/generated_00999_n02-img.jpg-mski.png
data_generated-512x512/generated_00845_n01-img.jpg,data_generated-512x512/generated_00845_n01-img.jpg-msks.png,data_generated-512x512/generated_00845_n01-img.jpg-mski.png
data_generated-512x512/generated_00971_n01-img.jpg,data_generated-512x512/generated_00971_n01-img.jpg-msks.png,data_generated-512x512/generated_00971_n01-img.jpg-mski.png
data_generated-512x512/generated_00912_n01-img.jpg,data_generated-512x512/generated_00912_n01-img.jpg-msks.png,data_generated-512x512/generated_00912_n01-img.jpg-mski.png
data_generated-512x512/generated_00362_n01-img.jpg,data_generated-512x512/generated_00362_n01-img.jpg-msks.png,data_generated-512x512/generated_00362_n01-img.jpg-mski.png
data_generated-512x512/generated_00904_n02-img.jpg,data_generated-512x512/generated_00904_n02-img.jpg-msks.png,data_generated-512x512/generated_00904_n02-img.jpg-mski.png
data_generated-512x512/generated_00346_n01-img.jpg,data_generated-512x512/generated_00346_n01-img.jpg-msks.png,data_generated-512x512/generated_00346_n01-img.jpg-mski.png
data_generated-512x512/generated_00763_n01-img.jpg,data_generated-512x512/generated_00763_n01-img.jpg-msks.png,data_generated-512x512/generated_00763_n01-img.jpg-mski.png
data_generated-512x512/generated_00624_n01-img.jpg,data_generated-512x512/generated_00624_n01-img.jpg-msks.png,data_generated-512x512/generated_00624_n01-img.jpg-mski.png
data_generated-512x512/generated_00484_n01-img.jpg,data_generated-512x512/generated_00484_n01-img.jpg-msks.png,data_generated-512x512/generated_00484_n01-img.jpg-mski.png
data_generated-512x512/generated_00914_n02-img.jpg,data_generated-512x512/generated_00914_n02-img.jpg-msks.png,data_generated-512x512/generated_00914_n02-img.jpg-mski.png
data_generated-512x512/generated_00944_n02-img.jpg,data_generated-512x512/generated_00944_n02-img.jpg-msks.png,data_generated-512x512/generated_00944_n02-img.jpg-mski.png
data_generated-512x512/generated_00468_n01-img.jpg,data_generated-512x512/generated_00468_n01-img.jpg-msks.png,data_generated-512x512/generated_00468_n01-img.jpg-mski.png
data_generated-512x512/generated_00289_n01-img.jpg,data_generated-512x512/generated_00289_n01-img.jpg-msks.png,data_generated-512x512/generated_00289_n01-img.jpg-mski.png
data_generated-512x512/generated_00340_n01-img.jpg,data_generated-512x512/generated_00340_n01-img.jpg-msks.png,data_generated-512x512/generated_00340_n01-img.jpg-mski.png
data_generated-512x512/generated_00562_n02-img.jpg,data_generated-512x512/generated_00562_n02-img.jpg-msks.png,data_generated-512x512/generated_00562_n02-img.jpg-mski.png
data_generated-512x512/generated_00668_n01-img.jpg,data_generated-512x512/generated_00668_n01-img.jpg-msks.png,data_generated-512x512/generated_00668_n01-img.jpg-mski.png
data_generated-512x512/generated_00534_n01-img.jpg,data_generated-512x512/generated_00534_n01-img.jpg-msks.png,data_generated-512x512/generated_00534_n01-img.jpg-mski.png
data_generated-512x512/generated_00263_n01-img.jpg,data_generated-512x512/generated_00263_n01-img.jpg-msks.png,data_generated-512x512/generated_00263_n01-img.jpg-mski.png
data_generated-512x512/generated_00324_n02-img.jpg,data_generated-512x512/generated_00324_n02-img.jpg-msks.png,data_generated-512x512/generated_00324_n02-img.jpg-mski.png
data_generated-512x512/generated_00059_n02-img.jpg,data_generated-512x512/generated_00059_n02-img.jpg-msks.png,data_generated-512x512/generated_00059_n02-img.jpg-mski.png
data_generated-512x512/generated_00636_n01-img.jpg,data_generated-512x512/generated_00636_n01-img.jpg-msks.png,data_generated-512x512/generated_00636_n01-img.jpg-mski.png
data_generated-512x512/generated_00062_n02-img.jpg,data_generated-512x512/generated_00062_n02-img.jpg-msks.png,data_generated-512x512/generated_00062_n02-img.jpg-mski.png
data_generated-512x512/generated_00416_n01-img.jpg,data_generated-512x512/generated_00416_n01-img.jpg-msks.png,data_generated-512x512/generated_00416_n01-img.jpg-mski.png
data_generated-512x512/generated_00969_n02-img.jpg,data_generated-512x512/generated_00969_n02-img.jpg-msks.png,data_generated-512x512/generated_00969_n02-img.jpg-mski.png
data_generated-512x512/generated_00858_n02-img.jpg,data_generated-512x512/generated_00858_n02-img.jpg-msks.png,data_generated-512x512/generated_00858_n02-img.jpg-mski.png
data_generated-512x512/generated_00479_n02-img.jpg,data_generated-512x512/generated_00479_n02-img.jpg-msks.png,data_generated-512x512/generated_00479_n02-img.jpg-mski.png
data_generated-512x512/generated_00626_n01-img.jpg,data_generated-512x512/generated_00626_n01-img.jpg-msks.png,data_generated-512x512/generated_00626_n01-img.jpg-mski.png
data_generated-512x512/generated_00654_n02-img.jpg,data_generated-512x512/generated_00654_n02-img.jpg-msks.png,data_generated-512x512/generated_00654_n02-img.jpg-mski.png
data_generated-512x512/generated_00054_n01-img.jpg,data_generated-512x512/generated_00054_n01-img.jpg-msks.png,data_generated-512x512/generated_00054_n01-img.jpg-mski.png
data_generated-512x512/generated_00844_n02-img.jpg,data_generated-512x512/generated_00844_n02-img.jpg-msks.png,data_generated-512x512/generated_00844_n02-img.jpg-mski.png
data_generated-512x512/generated_00674_n01-img.jpg,data_generated-512x512/generated_00674_n01-img.jpg-msks.png,data_generated-512x512/generated_00674_n01-img.jpg-mski.png
data_generated-512x512/generated_00196_n02-img.jpg,data_generated-512x512/generated_00196_n02-img.jpg-msks.png,data_generated-512x512/generated_00196_n02-img.jpg-mski.png
data_generated-512x512/generated_00503_n01-img.jpg,data_generated-512x512/generated_00503_n01-img.jpg-msks.png,data_generated-512x512/generated_00503_n01-img.jpg-mski.png
data_generated-512x512/generated_00629_n01-img.jpg,data_generated-512x512/generated_00629_n01-img.jpg-msks.png,data_generated-512x512/generated_00629_n01-img.jpg-mski.png
data_generated-512x512/generated_00334_n01-img.jpg,data_generated-512x512/generated_00334_n01-img.jpg-msks.png,data_generated-512x512/generated_00334_n01-img.jpg-mski.png
data_generated-512x512/generated_00777_n01-img.jpg,data_generated-512x512/generated_00777_n01-img.jpg-msks.png,data_generated-512x512/generated_00777_n01-img.jpg-mski.png
data_generated-512x512/generated_00586_n02-img.jpg,data_generated-512x512/generated_00586_n02-img.jpg-msks.png,data_generated-512x512/generated_00586_n02-img.jpg-mski.png
data_generated-512x512/generated_00295_n02-img.jpg,data_generated-512x512/generated_00295_n02-img.jpg-msks.png,data_generated-512x512/generated_00295_n02-img.jpg-mski.png
data_generated-512x512/generated_00174_n01-img.jpg,data_generated-512x512/generated_00174_n01-img.jpg-msks.png,data_generated-512x512/generated_00174_n01-img.jpg-mski.png
data_generated-512x512/generated_00724_n01-img.jpg,data_generated-512x512/generated_00724_n01-img.jpg-msks.png,data_generated-512x512/generated_00724_n01-img.jpg-mski.png
data_generated-512x512/generated_00184_n02-img.jpg,data_generated-512x512/generated_00184_n02-img.jpg-msks.png,data_generated-512x512/generated_00184_n02-img.jpg-mski.png
data_generated-512x512/generated_00645_n02-img.jpg,data_generated-512x512/generated_00645_n02-img.jpg-msks.png,data_generated-512x512/generated_00645_n02-img.jpg-mski.png
data_generated-512x512/generated_00727_n01-img.jpg,data_generated-512x512/generated_00727_n01-img.jpg-msks.png,data_generated-512x512/generated_00727_n01-img.jpg-mski.png
data_generated-512x512/generated_00397_n02-img.jpg,data_generated-512x512/generated_00397_n02-img.jpg-msks.png,data_generated-512x512/generated_00397_n02-img.jpg-mski.png
data_generated-512x512/generated_00285_n01-img.jpg,data_generated-512x512/generated_00285_n01-img.jpg-msks.png,data_generated-512x512/generated_00285_n01-img.jpg-mski.png
data_generated-512x512/generated_00718_n01-img.jpg,data_generated-512x512/generated_00718_n01-img.jpg-msks.png,data_generated-512x512/generated_00718_n01-img.jpg-mski.png
data_generated-512x512/generated_00100_n01-img.jpg,data_generated-512x512/generated_00100_n01-img.jpg-msks.png,data_generated-512x512/generated_00100_n01-img.jpg-mski.png
data_generated-512x512/generated_00694_n02-img.jpg,data_generated-512x512/generated_00694_n02-img.jpg-msks.png,data_generated-512x512/generated_00694_n02-img.jpg-mski.png
data_generated-512x512/generated_00800_n02-img.jpg,data_generated-512x512/generated_00800_n02-img.jpg-msks.png,data_generated-512x512/generated_00800_n02-img.jpg-mski.png
data_generated-512x512/generated_00371_n01-img.jpg,data_generated-512x512/generated_00371_n01-img.jpg-msks.png,data_generated-512x512/generated_00371_n01-img.jpg-mski.png
data_generated-512x512/generated_00154_n01-img.jpg,data_generated-512x512/generated_00154_n01-img.jpg-msks.png,data_generated-512x512/generated_00154_n01-img.jpg-mski.png
data_generated-512x512/generated_00192_n01-img.jpg,data_generated-512x512/generated_00192_n01-img.jpg-msks.png,data_generated-512x512/generated_00192_n01-img.jpg-mski.png
data_generated-512x512/generated_00667_n02-img.jpg,data_generated-512x512/generated_00667_n02-img.jpg-msks.png,data_generated-512x512/generated_00667_n02-img.jpg-mski.png
data_generated-512x512/generated_00696_n01-img.jpg,data_generated-512x512/generated_00696_n01-img.jpg-msks.png,data_generated-512x512/generated_00696_n01-img.jpg-mski.png
data_generated-512x512/generated_00635_n01-img.jpg,data_generated-512x512/generated_00635_n01-img.jpg-msks.png,data_generated-512x512/generated_00635_n01-img.jpg-mski.png
data_generated-512x512/generated_00526_n02-img.jpg,data_generated-512x512/generated_00526_n02-img.jpg-msks.png,data_generated-512x512/generated_00526_n02-img.jpg-mski.png
data_generated-512x512/generated_00376_n01-img.jpg,data_generated-512x512/generated_00376_n01-img.jpg-msks.png,data_generated-512x512/generated_00376_n01-img.jpg-mski.png
data_generated-512x512/generated_00765_n02-img.jpg,data_generated-512x512/generated_00765_n02-img.jpg-msks.png,data_generated-512x512/generated_00765_n02-img.jpg-mski.png
data_generated-512x512/generated_00411_n02-img.jpg,data_generated-512x512/generated_00411_n02-img.jpg-msks.png,data_generated-512x512/generated_00411_n02-img.jpg-mski.png
data_generated-512x512/generated_00356_n02-img.jpg,data_generated-512x512/generated_00356_n02-img.jpg-msks.png,data_generated-512x512/generated_00356_n02-img.jpg-mski.png
data_generated-512x512/generated_00164_n02-img.jpg,data_generated-512x512/generated_00164_n02-img.jpg-msks.png,data_generated-512x512/generated_00164_n02-img.jpg-mski.png
data_generated-512x512/generated_00785_n01-img.jpg,data_generated-512x512/generated_00785_n01-img.jpg-msks.png,data_generated-512x512/generated_00785_n01-img.jpg-mski.png
data_generated-512x512/generated_00070_n02-img.jpg,data_generated-512x512/generated_00070_n02-img.jpg-msks.png,data_generated-512x512/generated_00070_n02-img.jpg-mski.png
data_generated-512x512/generated_00804_n01-img.jpg,data_generated-512x512/generated_00804_n01-img.jpg-msks.png,data_generated-512x512/generated_00804_n01-img.jpg-mski.png
data_generated-512x512/generated_00440_n02-img.jpg,data_generated-512x512/generated_00440_n02-img.jpg-msks.png,data_generated-512x512/generated_00440_n02-img.jpg-mski.png
